"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|DK2","17.01.2020 18:00 - 17.01.2020 19:00 (CET)","525","n/e","n/e","55","202","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","159","311"
"BZN|DK2","17.01.2020 19:00 - 17.01.2020 20:00 (CET)","523","n/e","n/e","54","200","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","195","286"
"BZN|DK2","17.01.2020 20:00 - 17.01.2020 21:00 (CET)","490","n/e","n/e","51","188","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","205","267"
"BZN|DK2","17.01.2020 21:00 - 17.01.2020 22:00 (CET)","479","n/e","n/e","51","191","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","282","247"
"BZN|DK2","17.01.2020 22:00 - 17.01.2020 23:00 (CET)","491","n/e","n/e","52","192","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","52","256","244"
"BZN|DK2","17.01.2020 23:00 - 18.01.2020 00:00 (CET)","484","n/e","n/e","53","192","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","240","281"
"BZN|DK2","18.01.2020 00:00 - 18.01.2020 01:00 (CET)","481","n/e","n/e","52","191","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","212","321"
"BZN|DK2","18.01.2020 01:00 - 18.01.2020 02:00 (CET)","431","n/e","n/e","52","168","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","55","239","317"
"BZN|DK2","18.01.2020 02:00 - 18.01.2020 03:00 (CET)","463","n/e","n/e","52","154","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","56","294","430"
"BZN|DK2","18.01.2020 03:00 - 18.01.2020 04:00 (CET)","424","n/e","n/e","52","153","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","56","333","457"
"BZN|DK2","18.01.2020 04:00 - 18.01.2020 05:00 (CET)","421","n/e","n/e","51","153","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","55","341","495"
"BZN|DK2","18.01.2020 05:00 - 18.01.2020 06:00 (CET)","424","n/e","n/e","52","162","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","293","518"
"BZN|DK2","18.01.2020 06:00 - 18.01.2020 07:00 (CET)","430","n/e","n/e","51","178","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","343","531"
"BZN|DK2","18.01.2020 07:00 - 18.01.2020 08:00 (CET)","431","n/e","n/e","52","179","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","346","557"
"BZN|DK2","18.01.2020 08:00 - 18.01.2020 09:00 (CET)","391","n/e","n/e","52","181","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","54","346","544"
"BZN|DK2","18.01.2020 09:00 - 18.01.2020 10:00 (CET)","384","n/e","n/e","53","197","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11","53","346","554"
"BZN|DK2","18.01.2020 10:00 - 18.01.2020 11:00 (CET)","475","n/e","n/e","53","201","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","51","345","597"
"BZN|DK2","18.01.2020 11:00 - 18.01.2020 12:00 (CET)","452","n/e","n/e","53","201","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","26","53","251","604"
"BZN|DK2","18.01.2020 12:00 - 18.01.2020 13:00 (CET)","440","n/e","n/e","53","201","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","32","53","250","585"
"BZN|DK2","18.01.2020 13:00 - 18.01.2020 14:00 (CET)","524","n/e","n/e","52","197","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","28","53","343","572"
"BZN|DK2","18.01.2020 14:00 - 18.01.2020 15:00 (CET)","488","n/e","n/e","52","195","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","17","52","338","555"
"BZN|DK2","18.01.2020 15:00 - 18.01.2020 16:00 (CET)","508","n/e","n/e","52","196","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5","45","334","514"
"BZN|DK2","18.01.2020 16:00 - 18.01.2020 17:00 (CET)","514","n/e","n/e","53","197","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","46","333","511"
"BZN|DK2","18.01.2020 17:00 - 18.01.2020 18:00 (CET)","514","n/e","n/e","53","202","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","333","471"
"BZN|DK2","18.01.2020 18:00 - 18.01.2020 19:00 (CET)","514","n/e","n/e","53","202","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","313","422"
"BZN|DK2","18.01.2020 19:00 - 18.01.2020 20:00 (CET)","474","n/e","n/e","53","201","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","48","272","409"
"BZN|DK2","18.01.2020 20:00 - 18.01.2020 21:00 (CET)","447","n/e","n/e","53","182","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","52","264","378"
"BZN|DK2","18.01.2020 21:00 - 18.01.2020 22:00 (CET)","421","n/e","n/e","53","179","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","239","353"
"BZN|DK2","18.01.2020 22:00 - 18.01.2020 23:00 (CET)","424","n/e","n/e","53","181","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","52","250","363"
"BZN|DK2","18.01.2020 23:00 - 19.01.2020 00:00 (CET)","449","n/e","n/e","53","186","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","223","304"
"BZN|DK2","19.01.2020 00:00 - 19.01.2020 01:00 (CET)","447","n/e","n/e","52","202","10","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","172","263"
"BZN|DK2","19.01.2020 01:00 - 19.01.2020 02:00 (CET)","479","n/e","n/e","53","201","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","145","241"
"BZN|DK2","19.01.2020 02:00 - 19.01.2020 03:00 (CET)","477","n/e","n/e","53","200","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","133","216"
"BZN|DK2","19.01.2020 03:00 - 19.01.2020 04:00 (CET)","480","n/e","n/e","53","200","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","126","205"
"BZN|DK2","19.01.2020 04:00 - 19.01.2020 05:00 (CET)","471","n/e","n/e","53","210","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","101","196"
"BZN|DK2","19.01.2020 05:00 - 19.01.2020 06:00 (CET)","452","n/e","n/e","53","203","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","45","105","177"
"BZN|DK2","19.01.2020 06:00 - 19.01.2020 07:00 (CET)","479","n/e","n/e","53","213","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","103","163"
"BZN|DK2","19.01.2020 07:00 - 19.01.2020 08:00 (CET)","521","n/e","n/e","53","206","10","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","45","91","162"
"BZN|DK2","19.01.2020 08:00 - 19.01.2020 09:00 (CET)","536","n/e","n/e","53","192","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","45","83","124"
"BZN|DK2","19.01.2020 09:00 - 19.01.2020 10:00 (CET)","578","n/e","n/e","83","188","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","19","44","78","136"
"BZN|DK2","19.01.2020 10:00 - 19.01.2020 11:00 (CET)","592","n/e","n/e","92","189","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","56","44","107","137"
"BZN|DK2","19.01.2020 11:00 - 19.01.2020 12:00 (CET)","534","n/e","n/e","88","189","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","90","43","58","108"
"BZN|DK2","19.01.2020 12:00 - 19.01.2020 13:00 (CET)","527","n/e","n/e","54","189","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","99","43","38","121"
"BZN|DK2","19.01.2020 13:00 - 19.01.2020 14:00 (CET)","526","n/e","n/e","54","190","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","87","46","40","105"
"BZN|DK2","19.01.2020 14:00 - 19.01.2020 15:00 (CET)","533","n/e","n/e","53","190","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","58","45","47","98"
"BZN|DK2","19.01.2020 15:00 - 19.01.2020 16:00 (CET)","538","n/e","n/e","53","190","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","21","45","48","83"
"BZN|DK2","19.01.2020 16:00 - 19.01.2020 17:00 (CET)","535","n/e","n/e","52","188","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","45","41","90"
"BZN|DK2","19.01.2020 17:00 - 19.01.2020 18:00 (CET)","537","n/e","n/e","53","189","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","41","105"
"BZN|DK2","19.01.2020 18:00 - 19.01.2020 19:00 (CET)","540","n/e","n/e","56","173","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","45","60","119"
"BZN|DK2","19.01.2020 19:00 - 19.01.2020 20:00 (CET)","526","n/e","n/e","55","171","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","45","76","120"
"BZN|DK2","19.01.2020 20:00 - 19.01.2020 21:00 (CET)","524","n/e","n/e","54","169","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","47","103","116"
"BZN|DK2","19.01.2020 21:00 - 19.01.2020 22:00 (CET)","516","n/e","n/e","63","169","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","47","69","117"
"BZN|DK2","19.01.2020 22:00 - 19.01.2020 23:00 (CET)","497","n/e","n/e","97","174","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","46","63","132"
"BZN|DK2","19.01.2020 23:00 - 20.01.2020 00:00 (CET)","511","n/e","n/e","89","172","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","41","61","128"
"BZN|DK2","20.01.2020 00:00 - 20.01.2020 01:00 (CET)","464","n/e","n/e","55","171","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","52","113"
"BZN|DK2","20.01.2020 01:00 - 20.01.2020 02:00 (CET)","455","n/e","n/e","52","176","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","64","96"
"BZN|DK2","20.01.2020 02:00 - 20.01.2020 03:00 (CET)","447","n/e","n/e","51","174","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","55","66","103"
"BZN|DK2","20.01.2020 03:00 - 20.01.2020 04:00 (CET)","445","n/e","n/e","51","174","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","49","56","98"
"BZN|DK2","20.01.2020 04:00 - 20.01.2020 05:00 (CET)","480","n/e","n/e","59","175","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","47","38","95"
"BZN|DK2","20.01.2020 05:00 - 20.01.2020 06:00 (CET)","577","n/e","n/e","78","178","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","48","39","136"
"BZN|DK2","20.01.2020 06:00 - 20.01.2020 07:00 (CET)","599","n/e","n/e","53","202","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","46","58","134"
"BZN|DK2","20.01.2020 07:00 - 20.01.2020 08:00 (CET)","560","n/e","n/e","65","217","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","47","71","156"
"BZN|DK2","20.01.2020 08:00 - 20.01.2020 09:00 (CET)","521","n/e","n/e","66","210","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","47","92","233"
"BZN|DK2","20.01.2020 09:00 - 20.01.2020 10:00 (CET)","565","n/e","n/e","61","187","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","43","109","240"
"BZN|DK2","20.01.2020 10:00 - 20.01.2020 11:00 (CET)","570","n/e","n/e","53","171","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","18","42","123","284"
"BZN|DK2","20.01.2020 11:00 - 20.01.2020 12:00 (CET)","550","n/e","n/e","56","164","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","25","42","151","313"
"BZN|DK2","20.01.2020 12:00 - 20.01.2020 13:00 (CET)","438","n/e","n/e","61","76","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","34","43","211","328"
"BZN|DK2","20.01.2020 13:00 - 20.01.2020 14:00 (CET)","412","n/e","n/e","63","85","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","32","44","209","357"
"BZN|DK2","20.01.2020 14:00 - 20.01.2020 15:00 (CET)","413","n/e","n/e","64","80","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","26","44","232","388"
"BZN|DK2","20.01.2020 15:00 - 20.01.2020 16:00 (CET)","439","n/e","n/e","54","53","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10","43","259","395"
"BZN|DK2","20.01.2020 16:00 - 20.01.2020 17:00 (CET)","482","n/e","n/e","59","53","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","44","252","420"
"BZN|DK2","20.01.2020 17:00 - 20.01.2020 18:00 (CET)","521","n/e","n/e","63","60","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","45","243","440"
"BZN|DK2","20.01.2020 18:00 - 20.01.2020 19:00 (CET)","477","n/e","n/e","64","61","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","45","290","460"
"BZN|DK2","20.01.2020 19:00 - 20.01.2020 20:00 (CET)","458","n/e","n/e","63","59","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","332","463"
"BZN|DK2","20.01.2020 20:00 - 20.01.2020 21:00 (CET)","454","n/e","n/e","53","59","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","306","491"
"BZN|DK2","20.01.2020 21:00 - 20.01.2020 22:00 (CET)","398","n/e","n/e","50","60","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","45","322","484"
"BZN|DK2","20.01.2020 22:00 - 20.01.2020 23:00 (CET)","359","n/e","n/e","50","61","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","313","511"
"BZN|DK2","20.01.2020 23:00 - 21.01.2020 00:00 (CET)","331","n/e","n/e","50","62","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","45","293","525"
"BZN|DK2","21.01.2020 00:00 - 21.01.2020 01:00 (CET)","305","n/e","n/e","50","64","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","316","557"
"BZN|DK2","21.01.2020 01:00 - 21.01.2020 02:00 (CET)","283","n/e","n/e","50","63","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","43","346","569"
"BZN|DK2","21.01.2020 02:00 - 21.01.2020 03:00 (CET)","279","n/e","n/e","50","64","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","43","333","580"
"BZN|DK2","21.01.2020 03:00 - 21.01.2020 04:00 (CET)","272","n/e","n/e","50","64","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","335","590"
"BZN|DK2","21.01.2020 04:00 - 21.01.2020 05:00 (CET)","278","n/e","n/e","50","64","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","354","588"
"BZN|DK2","21.01.2020 05:00 - 21.01.2020 06:00 (CET)","356","n/e","n/e","50","80","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","350","566"
"BZN|DK2","21.01.2020 06:00 - 21.01.2020 07:00 (CET)","381","n/e","n/e","52","88","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","43","357","581"
"BZN|DK2","21.01.2020 07:00 - 21.01.2020 08:00 (CET)","613","n/e","n/e","110","114","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","360","576"
"BZN|DK2","21.01.2020 08:00 - 21.01.2020 09:00 (CET)","614","n/e","n/e","106","129","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","45","351","540"
"BZN|DK2","21.01.2020 09:00 - 21.01.2020 10:00 (CET)","546","n/e","n/e","107","126","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4","46","349","530"
"BZN|DK2","21.01.2020 10:00 - 21.01.2020 11:00 (CET)","582","n/e","n/e","115","117","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","17","45","344","528"
"BZN|DK2","21.01.2020 11:00 - 21.01.2020 12:00 (CET)","529","n/e","n/e","110","121","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","45","347","522"
"BZN|DK2","21.01.2020 12:00 - 21.01.2020 13:00 (CET)","493","n/e","n/e","119","119","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","48","341","558"
"BZN|DK2","21.01.2020 13:00 - 21.01.2020 14:00 (CET)","556","n/e","n/e","134","104","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","18","51","344","563"
"BZN|DK2","21.01.2020 14:00 - 21.01.2020 15:00 (CET)","554","n/e","n/e","128","98","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9","50","357","577"
"BZN|DK2","21.01.2020 15:00 - 21.01.2020 16:00 (CET)","592","n/e","n/e","129","88","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","51","358","581"
"BZN|DK2","21.01.2020 16:00 - 21.01.2020 17:00 (CET)","503","n/e","n/e","92","68","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","50","343","575"
"BZN|DK2","21.01.2020 17:00 - 21.01.2020 18:00 (CET)","481","n/e","n/e","86","61","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","49","349","515"
"BZN|DK2","21.01.2020 18:00 - 21.01.2020 19:00 (CET)","523","n/e","n/e","73","60","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","49","360","485"
"BZN|DK2","21.01.2020 19:00 - 21.01.2020 20:00 (CET)","453","n/e","n/e","50","60","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","50","354","479"
"BZN|DK2","21.01.2020 20:00 - 21.01.2020 21:00 (CET)","438","n/e","n/e","50","59","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","50","349","470"
"BZN|DK2","21.01.2020 21:00 - 21.01.2020 22:00 (CET)","368","n/e","n/e","49","58","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","50","324","456"
"BZN|DK2","21.01.2020 22:00 - 21.01.2020 23:00 (CET)","356","n/e","n/e","49","58","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","49","342","506"
"BZN|DK2","21.01.2020 23:00 - 22.01.2020 00:00 (CET)","286","n/e","n/e","50","62","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","362","544"
"BZN|DK2","22.01.2020 00:00 - 22.01.2020 01:00 (CET)","259","n/e","n/e","63","84","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","367","542"
"BZN|DK2","22.01.2020 01:00 - 22.01.2020 02:00 (CET)","278","n/e","n/e","63","85","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","367","484"
"BZN|DK2","22.01.2020 02:00 - 22.01.2020 03:00 (CET)","258","n/e","n/e","63","83","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","344","438"
"BZN|DK2","22.01.2020 03:00 - 22.01.2020 04:00 (CET)","275","n/e","n/e","63","82","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","318","412"
"BZN|DK2","22.01.2020 04:00 - 22.01.2020 05:00 (CET)","285","n/e","n/e","63","89","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","298","434"
"BZN|DK2","22.01.2020 05:00 - 22.01.2020 06:00 (CET)","408","n/e","n/e","63","110","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","69","308","452"
"BZN|DK2","22.01.2020 06:00 - 22.01.2020 07:00 (CET)","492","n/e","n/e","65","125","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","329","447"
"BZN|DK2","22.01.2020 07:00 - 22.01.2020 08:00 (CET)","526","n/e","n/e","80","127","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","64","329","410"
"BZN|DK2","22.01.2020 08:00 - 22.01.2020 09:00 (CET)","526","n/e","n/e","79","123","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","62","307","349"
"BZN|DK2","22.01.2020 09:00 - 22.01.2020 10:00 (CET)","527","n/e","n/e","78","119","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","18","59","224","276"
"BZN|DK2","22.01.2020 10:00 - 22.01.2020 11:00 (CET)","519","n/e","n/e","72","100","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","49","60","191","275"
"BZN|DK2","22.01.2020 11:00 - 22.01.2020 12:00 (CET)","512","n/e","n/e","75","103","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","83","61","144","252"
"BZN|DK2","22.01.2020 12:00 - 22.01.2020 13:00 (CET)","526","n/e","n/e","77","107","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","104","61","93","250"
"BZN|DK2","22.01.2020 13:00 - 22.01.2020 14:00 (CET)","535","n/e","n/e","83","108","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","97","62","59","205"
"BZN|DK2","22.01.2020 14:00 - 22.01.2020 15:00 (CET)","444","n/e","n/e","94","112","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","66","62","69","149"
"BZN|DK2","22.01.2020 15:00 - 22.01.2020 16:00 (CET)","491","n/e","n/e","105","119","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","23","63","68","122"
"BZN|DK2","22.01.2020 16:00 - 22.01.2020 17:00 (CET)","572","n/e","n/e","106","128","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","65","39","89"
"BZN|DK2","22.01.2020 17:00 - 22.01.2020 18:00 (CET)","649","n/e","n/e","121","157","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","26","71"
"BZN|DK2","22.01.2020 18:00 - 22.01.2020 19:00 (CET)","630","n/e","n/e","153","142","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","32","69"
"BZN|DK2","22.01.2020 19:00 - 22.01.2020 20:00 (CET)","596","n/e","n/e","144","155","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","39","71"
"BZN|DK2","22.01.2020 20:00 - 22.01.2020 21:00 (CET)","594","n/e","n/e","99","157","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","35","63"
"BZN|DK2","22.01.2020 21:00 - 22.01.2020 22:00 (CET)","599","n/e","n/e","80","150","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","65","29","48"
"BZN|DK2","22.01.2020 22:00 - 22.01.2020 23:00 (CET)","531","n/e","n/e","79","150","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","65","12","45"
"BZN|DK2","22.01.2020 23:00 - 23.01.2020 00:00 (CET)","487","n/e","n/e","80","149","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","64","3","52"
