"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|DK2","12.01.2020 12:00 - 12.01.2020 13:00 (CET)","473","n/e","n/e","43","168","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8","59","207","525"
"BZN|DK2","12.01.2020 13:00 - 12.01.2020 14:00 (CET)","469","n/e","n/e","45","163","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","58","202","485"
"BZN|DK2","12.01.2020 14:00 - 12.01.2020 15:00 (CET)","434","n/e","n/e","44","167","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3","57","198","439"
"BZN|DK2","12.01.2020 15:00 - 12.01.2020 16:00 (CET)","459","n/e","n/e","44","183","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","58","201","395"
"BZN|DK2","12.01.2020 16:00 - 12.01.2020 17:00 (CET)","447","n/e","n/e","44","176","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","56","207","394"
"BZN|DK2","12.01.2020 17:00 - 12.01.2020 18:00 (CET)","455","n/e","n/e","44","177","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","57","208","349"
"BZN|DK2","12.01.2020 18:00 - 12.01.2020 19:00 (CET)","424","n/e","n/e","44","177","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","57","206","339"
"BZN|DK2","12.01.2020 19:00 - 12.01.2020 20:00 (CET)","418","n/e","n/e","44","177","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","204","316"
"BZN|DK2","12.01.2020 20:00 - 12.01.2020 21:00 (CET)","398","n/e","n/e","43","178","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","63","204","337"
"BZN|DK2","12.01.2020 21:00 - 12.01.2020 22:00 (CET)","320","n/e","n/e","44","189","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","203","262"
"BZN|DK2","12.01.2020 22:00 - 12.01.2020 23:00 (CET)","225","n/e","n/e","43","188","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","202","224"
"BZN|DK2","12.01.2020 23:00 - 13.01.2020 00:00 (CET)","227","n/e","n/e","43","183","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","56","192","214"
"BZN|DK2","13.01.2020 00:00 - 13.01.2020 01:00 (CET)","217","n/e","n/e","43","178","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","57","113","195"
"BZN|DK2","13.01.2020 01:00 - 13.01.2020 02:00 (CET)","228","n/e","n/e","43","178","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","141","201"
"BZN|DK2","13.01.2020 02:00 - 13.01.2020 03:00 (CET)","229","n/e","n/e","44","221","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","60","153","200"
"BZN|DK2","13.01.2020 03:00 - 13.01.2020 04:00 (CET)","234","n/e","n/e","43","234","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","56","164","236"
"BZN|DK2","13.01.2020 04:00 - 13.01.2020 05:00 (CET)","223","n/e","n/e","43","218","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","57","181","257"
"BZN|DK2","13.01.2020 05:00 - 13.01.2020 06:00 (CET)","228","n/e","n/e","43","223","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","62","152","230"
"BZN|DK2","13.01.2020 06:00 - 13.01.2020 07:00 (CET)","232","n/e","n/e","45","222","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","57","110","244"
"BZN|DK2","13.01.2020 07:00 - 13.01.2020 08:00 (CET)","238","n/e","n/e","56","231","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","55","122","315"
"BZN|DK2","13.01.2020 08:00 - 13.01.2020 09:00 (CET)","241","n/e","n/e","95","230","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","55","79","269"
"BZN|DK2","13.01.2020 09:00 - 13.01.2020 10:00 (CET)","228","n/e","n/e","107","229","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10","57","65","191"
"BZN|DK2","13.01.2020 10:00 - 13.01.2020 11:00 (CET)","239","n/e","n/e","111","226","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","25","60","72","210"
"BZN|DK2","13.01.2020 11:00 - 13.01.2020 12:00 (CET)","233","n/e","n/e","113","232","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","30","60","79","191"
"BZN|DK2","13.01.2020 12:00 - 13.01.2020 13:00 (CET)","233","n/e","n/e","115","241","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","28","59","91","176"
"BZN|DK2","13.01.2020 13:00 - 13.01.2020 14:00 (CET)","233","n/e","n/e","114","246","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","24","60","76","168"
"BZN|DK2","13.01.2020 14:00 - 13.01.2020 15:00 (CET)","235","n/e","n/e","119","256","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","13","60","83","179"
"BZN|DK2","13.01.2020 15:00 - 13.01.2020 16:00 (CET)","229","n/e","n/e","124","271","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3","62","55","159"
"BZN|DK2","13.01.2020 16:00 - 13.01.2020 17:00 (CET)","245","n/e","n/e","127","278","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","64","49","146"
"BZN|DK2","13.01.2020 17:00 - 13.01.2020 18:00 (CET)","239","n/e","n/e","129","276","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","96","165"
"BZN|DK2","13.01.2020 18:00 - 13.01.2020 19:00 (CET)","242","n/e","n/e","128","265","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","96","198"
"BZN|DK2","13.01.2020 19:00 - 13.01.2020 20:00 (CET)","244","n/e","n/e","76","273","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","134","235"
"BZN|DK2","13.01.2020 20:00 - 13.01.2020 21:00 (CET)","229","n/e","n/e","59","276","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","69","182","302"
"BZN|DK2","13.01.2020 21:00 - 13.01.2020 22:00 (CET)","227","n/e","n/e","56","272","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","69","202","351"
"BZN|DK2","13.01.2020 22:00 - 13.01.2020 23:00 (CET)","229","n/e","n/e","57","269","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","69","208","384"
"BZN|DK2","13.01.2020 23:00 - 14.01.2020 00:00 (CET)","233","n/e","n/e","56","265","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","69","208","424"
"BZN|DK2","14.01.2020 00:00 - 14.01.2020 01:00 (CET)","243","n/e","n/e","56","263","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","64","209","468"
"BZN|DK2","14.01.2020 01:00 - 14.01.2020 02:00 (CET)","240","n/e","n/e","56","274","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","64","213","522"
"BZN|DK2","14.01.2020 02:00 - 14.01.2020 03:00 (CET)","242","n/e","n/e","56","275","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","213","530"
"BZN|DK2","14.01.2020 03:00 - 14.01.2020 04:00 (CET)","243","n/e","n/e","56","276","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","65","213","553"
"BZN|DK2","14.01.2020 04:00 - 14.01.2020 05:00 (CET)","241","n/e","n/e","54","270","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","65","213","583"
"BZN|DK2","14.01.2020 05:00 - 14.01.2020 06:00 (CET)","241","n/e","n/e","53","266","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","65","213","597"
"BZN|DK2","14.01.2020 06:00 - 14.01.2020 07:00 (CET)","243","n/e","n/e","56","251","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","213","545"
"BZN|DK2","14.01.2020 07:00 - 14.01.2020 08:00 (CET)","247","n/e","n/e","57","248","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","65","213","548"
"BZN|DK2","14.01.2020 08:00 - 14.01.2020 09:00 (CET)","245","n/e","n/e","56","217","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","62","213","547"
"BZN|DK2","14.01.2020 09:00 - 14.01.2020 10:00 (CET)","246","n/e","n/e","57","238","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","54","213","530"
"BZN|DK2","14.01.2020 10:00 - 14.01.2020 11:00 (CET)","247","n/e","n/e","61","238","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3","60","213","532"
"BZN|DK2","14.01.2020 11:00 - 14.01.2020 12:00 (CET)","244","n/e","n/e","57","209","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6","58","213","550"
"BZN|DK2","14.01.2020 12:00 - 14.01.2020 13:00 (CET)","240","n/e","n/e","52","196","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","17","57","212","496"
"BZN|DK2","14.01.2020 13:00 - 14.01.2020 14:00 (CET)","242","n/e","n/e","49","193","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","32","55","197","422"
"BZN|DK2","14.01.2020 14:00 - 14.01.2020 15:00 (CET)","243","n/e","n/e","48","177","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","24","53","177","331"
"BZN|DK2","14.01.2020 15:00 - 14.01.2020 16:00 (CET)","229","n/e","n/e","49","164","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9","53","93","280"
"BZN|DK2","14.01.2020 16:00 - 14.01.2020 17:00 (CET)","242","n/e","n/e","52","168","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","172","316"
"BZN|DK2","14.01.2020 17:00 - 14.01.2020 18:00 (CET)","240","n/e","n/e","103","176","51","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","203","345"
"BZN|DK2","14.01.2020 18:00 - 14.01.2020 19:00 (CET)","236","n/e","n/e","111","167","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","211","411"
"BZN|DK2","14.01.2020 19:00 - 14.01.2020 20:00 (CET)","241","n/e","n/e","86","158","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","213","501"
"BZN|DK2","14.01.2020 20:00 - 14.01.2020 21:00 (CET)","243","n/e","n/e","52","156","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","213","568"
"BZN|DK2","14.01.2020 21:00 - 14.01.2020 22:00 (CET)","241","n/e","n/e","50","163","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","213","662"
"BZN|DK2","14.01.2020 22:00 - 14.01.2020 23:00 (CET)","242","n/e","n/e","50","163","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","52","214","691"
"BZN|DK2","14.01.2020 23:00 - 15.01.2020 00:00 (CET)","244","n/e","n/e","50","163","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","52","213","704"
"BZN|DK2","15.01.2020 00:00 - 15.01.2020 01:00 (CET)","242","n/e","n/e","50","162","10","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","52","213","706"
"BZN|DK2","15.01.2020 01:00 - 15.01.2020 02:00 (CET)","244","n/e","n/e","51","159","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","52","213","702"
"BZN|DK2","15.01.2020 02:00 - 15.01.2020 03:00 (CET)","246","n/e","n/e","51","159","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","52","213","690"
"BZN|DK2","15.01.2020 03:00 - 15.01.2020 04:00 (CET)","244","n/e","n/e","52","161","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","52","213","681"
"BZN|DK2","15.01.2020 04:00 - 15.01.2020 05:00 (CET)","244","n/e","n/e","51","159","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","213","670"
"BZN|DK2","15.01.2020 05:00 - 15.01.2020 06:00 (CET)","242","n/e","n/e","51","160","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","213","647"
"BZN|DK2","15.01.2020 06:00 - 15.01.2020 07:00 (CET)","242","n/e","n/e","50","159","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","213","613"
"BZN|DK2","15.01.2020 07:00 - 15.01.2020 08:00 (CET)","240","n/e","n/e","51","169","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","213","598"
"BZN|DK2","15.01.2020 08:00 - 15.01.2020 09:00 (CET)","243","n/e","n/e","49","190","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","213","601"
"BZN|DK2","15.01.2020 09:00 - 15.01.2020 10:00 (CET)","241","n/e","n/e","47","212","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4","52","213","597"
"BZN|DK2","15.01.2020 10:00 - 15.01.2020 11:00 (CET)","242","n/e","n/e","45","214","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12","52","213","643"
"BZN|DK2","15.01.2020 11:00 - 15.01.2020 12:00 (CET)","240","n/e","n/e","40","204","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","15","50","213","629"
"BZN|DK2","15.01.2020 12:00 - 15.01.2020 13:00 (CET)","241","n/e","n/e","39","203","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","14","52","213","601"
"BZN|DK2","15.01.2020 13:00 - 15.01.2020 14:00 (CET)","240","n/e","n/e","39","194","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11","52","213","578"
"BZN|DK2","15.01.2020 14:00 - 15.01.2020 15:00 (CET)","229","n/e","n/e","39","189","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9","51","211","548"
"BZN|DK2","15.01.2020 15:00 - 15.01.2020 16:00 (CET)","236","n/e","n/e","40","186","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","52","210","521"
"BZN|DK2","15.01.2020 16:00 - 15.01.2020 17:00 (CET)","236","n/e","n/e","39","148","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","56","211","490"
"BZN|DK2","15.01.2020 17:00 - 15.01.2020 18:00 (CET)","242","n/e","n/e","39","74","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","55","211","560"
"BZN|DK2","15.01.2020 18:00 - 15.01.2020 19:00 (CET)","237","n/e","n/e","41","79","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","55","211","564"
"BZN|DK2","15.01.2020 19:00 - 15.01.2020 20:00 (CET)","237","n/e","n/e","46","87","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","56","209","568"
"BZN|DK2","15.01.2020 20:00 - 15.01.2020 21:00 (CET)","243","n/e","n/e","47","89","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","57","208","438"
"BZN|DK2","15.01.2020 21:00 - 15.01.2020 22:00 (CET)","240","n/e","n/e","48","89","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","56","193","369"
"BZN|DK2","15.01.2020 22:00 - 15.01.2020 23:00 (CET)","240","n/e","n/e","49","91","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","156","344"
"BZN|DK2","15.01.2020 23:00 - 16.01.2020 00:00 (CET)","240","n/e","n/e","48","90","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","55","181","413"
"BZN|DK2","16.01.2020 00:00 - 16.01.2020 01:00 (CET)","234","n/e","n/e","48","89","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","55","198","461"
"BZN|DK2","16.01.2020 01:00 - 16.01.2020 02:00 (CET)","232","n/e","n/e","50","92","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","209","515"
"BZN|DK2","16.01.2020 02:00 - 16.01.2020 03:00 (CET)","229","n/e","n/e","50","93","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","51","201","496"
"BZN|DK2","16.01.2020 03:00 - 16.01.2020 04:00 (CET)","267","n/e","n/e","48","89","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","189","433"
"BZN|DK2","16.01.2020 04:00 - 16.01.2020 05:00 (CET)","339","n/e","n/e","48","89","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","55","177","411"
"BZN|DK2","16.01.2020 05:00 - 16.01.2020 06:00 (CET)","376","n/e","n/e","50","93","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","175","485"
"BZN|DK2","16.01.2020 06:00 - 16.01.2020 07:00 (CET)","340","n/e","n/e","51","93","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","48","186","504"
"BZN|DK2","16.01.2020 07:00 - 16.01.2020 08:00 (CET)","276","n/e","n/e","51","95","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","45","187","482"
"BZN|DK2","16.01.2020 08:00 - 16.01.2020 09:00 (CET)","250","n/e","n/e","51","94","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","43","137","447"
"BZN|DK2","16.01.2020 09:00 - 16.01.2020 10:00 (CET)","247","n/e","n/e","53","165","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12","43","93","412"
"BZN|DK2","16.01.2020 10:00 - 16.01.2020 11:00 (CET)","427","n/e","n/e","52","199","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","24","43","121","371"
"BZN|DK2","16.01.2020 11:00 - 16.01.2020 12:00 (CET)","455","n/e","n/e","52","193","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","39","43","185","350"
"BZN|DK2","16.01.2020 12:00 - 16.01.2020 13:00 (CET)","451","n/e","n/e","52","189","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","55","43","117","295"
"BZN|DK2","16.01.2020 13:00 - 16.01.2020 14:00 (CET)","452","n/e","n/e","52","186","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","45","47","87","264"
"BZN|DK2","16.01.2020 14:00 - 16.01.2020 15:00 (CET)","449","n/e","n/e","48","184","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","19","47","82","232"
"BZN|DK2","16.01.2020 15:00 - 16.01.2020 16:00 (CET)","461","n/e","n/e","51","192","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6","48","127","177"
"BZN|DK2","16.01.2020 16:00 - 16.01.2020 17:00 (CET)","499","n/e","n/e","53","207","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","49","223","202"
"BZN|DK2","16.01.2020 17:00 - 16.01.2020 18:00 (CET)","519","n/e","n/e","53","209","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","48","200","236"
"BZN|DK2","16.01.2020 18:00 - 16.01.2020 19:00 (CET)","526","n/e","n/e","52","202","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","48","155","243"
"BZN|DK2","16.01.2020 19:00 - 16.01.2020 20:00 (CET)","479","n/e","n/e","52","200","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","32","146","248"
"BZN|DK2","16.01.2020 20:00 - 16.01.2020 21:00 (CET)","446","n/e","n/e","51","184","10","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","21","173","295"
"BZN|DK2","16.01.2020 21:00 - 16.01.2020 22:00 (CET)","396","n/e","n/e","51","193","10","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","21","173","314"
"BZN|DK2","16.01.2020 22:00 - 16.01.2020 23:00 (CET)","394","n/e","n/e","51","196","10","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","21","227","320"
"BZN|DK2","16.01.2020 23:00 - 17.01.2020 00:00 (CET)","377","n/e","n/e","51","204","10","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","21","254","319"
"BZN|DK2","17.01.2020 00:00 - 17.01.2020 01:00 (CET)","398","n/e","n/e","52","204","10","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","21","211","315"
"BZN|DK2","17.01.2020 01:00 - 17.01.2020 02:00 (CET)","416","n/e","n/e","52","207","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","21","179","312"
"BZN|DK2","17.01.2020 02:00 - 17.01.2020 03:00 (CET)","393","n/e","n/e","52","204","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","21","152","265"
"BZN|DK2","17.01.2020 03:00 - 17.01.2020 04:00 (CET)","398","n/e","n/e","52","201","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","32","173","260"
"BZN|DK2","17.01.2020 04:00 - 17.01.2020 05:00 (CET)","427","n/e","n/e","52","199","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","34","166","285"
"BZN|DK2","17.01.2020 05:00 - 17.01.2020 06:00 (CET)","437","n/e","n/e","52","195","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","34","172","292"
"BZN|DK2","17.01.2020 06:00 - 17.01.2020 07:00 (CET)","442","n/e","n/e","52","197","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","34","182","290"
"BZN|DK2","17.01.2020 07:00 - 17.01.2020 08:00 (CET)","469","n/e","n/e","49","185","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","33","227","371"
"BZN|DK2","17.01.2020 08:00 - 17.01.2020 09:00 (CET)","464","n/e","n/e","43","177","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","33","261","384"
"BZN|DK2","17.01.2020 09:00 - 17.01.2020 10:00 (CET)","472","n/e","n/e","43","174","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","25","32","247","331"
"BZN|DK2","17.01.2020 10:00 - 17.01.2020 11:00 (CET)","505","n/e","n/e","43","165","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","60","42","240","348"
"BZN|DK2","17.01.2020 11:00 - 17.01.2020 12:00 (CET)","484","n/e","n/e","46","170","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","85","43","220","382"
"BZN|DK2","17.01.2020 12:00 - 17.01.2020 13:00 (CET)","497","n/e","n/e","50","177","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","98","42","204","365"
"BZN|DK2","17.01.2020 13:00 - 17.01.2020 14:00 (CET)","518","n/e","n/e","51","178","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","88","44","245","309"
"BZN|DK2","17.01.2020 14:00 - 17.01.2020 15:00 (CET)","464","n/e","n/e","51","177","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","53","45","253","242"
"BZN|DK2","17.01.2020 15:00 - 17.01.2020 16:00 (CET)","452","n/e","n/e","52","179","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","19","46","216","263"
"BZN|DK2","17.01.2020 16:00 - 17.01.2020 17:00 (CET)","478","n/e","n/e","53","188","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","45","200","298"
"BZN|DK2","17.01.2020 17:00 - 17.01.2020 18:00 (CET)","522","n/e","n/e","54","202","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","46","155","301"
